0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	4	0	1	0	0	0	1	2
0	1	0	2	1	1	3	0	1	0	1	3
0	0	0	0	2	1	5	1	2	1	1	5
0	0	0	1	4	0	7	0	1	2	0	7
1	0	0	1	2	1	9	0	0	0	0	9
1	0	0	1	1	0	11	1	1	0	0	11
5	0	0	4	6	1	7	0	1	2	0	11
10	1	1	3	4	2	2	1	4	2	0	12
11	2	2	1	1	1	4	1	5	2	6	6
4	4	1	3	3	2	7	5	2	3	1	8
4	0	3	6	4	4	3	5	3	3	6	6
0	1	3	2	6	5	8	4	5	3	9	4
0	0	2	6	0	6	8	1	3	5	11	3
4	0	3	2	1	0	4	0	9	3	12	4
0	5	0	3	5	1	7	3	4	8	5	7
1	2	3	1	9	2	9	1	1	5	10	1
5	5	1	2	10	0	6	0	3	2	3	6
2	2	0	3	11	1	8	2	0	3	3	10
5	2	2	6	6	2	3	2	1	3	5	5
2	2	3	3	11	2	4	4	4	1	7	3
1	2	2	2	15	3	6	1	2	2	10	3
2	5	2	6	17	0	2	0	4	3	5	5
2	2	0	4	13	2	9	0	2	4	5	9
8	3	0	5	10	2	4	0	2	2	5	10
7	4	2	7	5	1	4	0	2	4	5	6
7	1	1	1	5	0	8	2	6	1	5	7
9	0	0	0	8	1	10	2	1	4	5	8
14	3	3	3	5	3	6	1	3	4	5	6
12	1	1	2	6	2	3	6	5	2	4	8
13	2	3	6	3	4	2	2	7	1	5	5
8	3	1	8	5	2	4	5	0	5	2	10
8	1	1	4	1	2	6	1	7	2	3	11
12	1	0	6	1	0	3	1	9	3	3	13
7	2	0	7	4	2	0	5	10	2	0	15
8	0	0	9	3	2	3	0	3	7	1	15
3	0	2	13	3	3	3	4	3	3	6	8
3	4	3	15	1	3	3	1	1	3	5	2
4	3	3	19	3	0	6	1	1	1	1	7
4	0	0	21	6	0	8	1	0	1	1	12
0	2	2	15	8	2	10	2	5	0	6	7
5	5	2	19	9	0	3	0	6	2	1	8
8	0	1	10	5	2	1	1	17	2	1	10
8	3	0	2	1	0	5	1	19	7	1	14
12	1	3	4	1	1	1	1	19	4	3	14
12	1	3	4	3	2	2	1	12	7	9	7
5	7	3	5	5	2	3	5	5	10	5	1
3	1	1	2	7	2	1	4	10	2	5	3
3	0	2	4	5	1	4	2	6	6	5	6
3	4	1	4	7	1	3	3	7	4	0	7
4	0	0	4	4	1	5	2	1	5	1	10
4	0	0	4	6	1	1	3	1	3	1	11
5	0	0	0	2	1	2	2	5	2	2	11
2	0	3	0	3	2	4	4	0	5	8	5
2	0	1	5	1	0	5	0	0	1	8	6
5	2	0	4	2	0	3	0	2	2	8	6
1	5	2	1	2	2	5	2	1	3	12	2
0	0	1	3	4	2	5	3	1	2	13	4
3	1	1	1	4	2	2	1	3	2	13	6
4	5	2	4	3	3	5	3	2	5	11	2
7	4	1	7	2	0	2	2	3	3	5	4
