0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	7	0	0	0	0	0	1	4
0	1	0	3	5	1	2	0	0	0	1	6
1	1	2	4	6	1	4	1	4	0	4	2
1	0	1	1	8	1	8	1	5	2	4	4
3	3	1	3	11	1	4	1	6	3	2	1
3	1	1	4	16	1	2	2	7	2	3	3
1	1	1	2	16	2	3	3	4	5	4	2
0	1	1	4	20	0	5	0	1	4	5	3
2	3	1	5	16	1	6	2	3	2	0	5
0	0	0	0	21	1	11	2	5	3	0	6
4	0	0	2	24	1	8	0	5	2	0	9
11	0	0	6	20	2	2	0	5	2	1	12
11	1	2	1	14	3	3	0	10	1	6	8
11	0	1	1	10	2	7	0	3	7	6	10
4	1	0	3	12	2	9	5	1	4	6	12
5	1	0	5	13	2	4	4	3	2	7	16
2	2	3	4	15	4	5	4	3	1	13	12
1	6	3	5	18	1	7	2	3	1	4	14
0	2	0	4	21	0	10	0	2	2	5	14
0	3	0	9	27	0	14	0	2	3	0	16
3	0	3	14	31	1	10	1	2	2	6	11
5	4	1	8	34	1	6	2	7	2	5	16
7	4	3	10	27	3	11	3	3	6	6	10
2	2	4	3	27	4	16	5	7	4	12	4
3	1	3	2	23	3	18	1	4	4	12	5
7	5	2	5	20	4	13	0	5	5	8	1
12	4	1	6	17	2	11	2	7	3	2	1
13	1	1	1	19	3	16	1	6	5	2	3
17	1	1	5	15	2	12	1	8	2	3	3
18	1	1	3	17	1	12	1	5	5	5	2
23	3	0	7	17	2	5	1	6	3	2	5
23	1	1	6	18	2	6	1	7	6	6	5
26	3	2	13	12	2	5	1	8	3	4	5
28	2	2	14	8	2	10	1	1	9	0	6
20	1	3	6	11	3	13	6	9	3	5	3
25	1	2	3	6	3	11	3	14	2	6	3
27	3	2	8	2	1	12	2	9	8	2	4
26	1	0	13	6	0	12	2	2	9	0	6
26	2	2	8	3	2	14	2	7	3	4	6
27	3	3	11	1	3	17	2	3	7	4	4
26	2	1	9	1	1	20	0	4	5	3	7
24	3	0	10	2	2	16	5	5	2	0	11
24	4	1	6	0	0	19	1	5	5	1	14
24	2	1	2	6	0	24	1	4	5	1	15
17	2	2	4	8	2	27	5	2	6	6	12
10	1	1	2	12	3	27	7	2	4	8	12
13	1	2	3	6	2	21	3	3	3	8	16
13	0	0	3	8	2	16	5	6	2	9	21
14	5	1	8	4	1	21	1	3	7	3	22
11	2	4	2	6	3	20	6	7	5	9	19
11	1	2	6	8	1	15	6	7	3	9	23
11	5	4	10	13	3	9	6	9	3	8	21
10	1	2	3	9	3	12	3	9	9	13	18
3	5	2	2	15	2	15	6	6	10	8	21
4	5	1	6	9	3	15	1	1	9	1	26
3	1	3	11	3	4	19	1	1	3	6	23
4	2	2	4	7	1	20	2	7	0	12	18
1	5	1	7	9	2	23	2	3	5	5	22
0	2	3	5	6	3	27	3	4	4	9	20
5	5	2	7	5	2	21	1	7	3	2	24
3	2	0	8	5	1	22	2	1	7	0	26
6	1	2	1	4	2	18	3	8	4	5	22
9	3	1	3	7	2	13	2	9	2	2	23
11	1	1	3	1	2	9	1	13	2	2	25
16	0	0	3	2	0	6	0	14	3	3	27
13	2	3	4	4	3	7	6	15	2	7	23
18	2	2	6	10	1	6	2	16	1	3	26
23	1	3	10	7	2	2	1	17	2	5	23
17	4	3	13	12	2	0	5	18	2	6	18
10	1	2	10	17	2	5	6	18	7	7	20
2	5	2	13	19	4	7	5	13	8	7	16
4	4	3	11	21	4	3	3	16	5	12	11
4	3	4	9	16	7	5	1	13	8	18	10
5	2	3	3	10	1	9	0	13	10	19	13
3	1	3	3	12	3	14	3	7	7	25	9
3	6	2	3	8	3	18	0	4	6	21	6
5	1	1	1	14	1	16	1	6	3	22	11
7	1	0	3	20	1	11	3	6	2	23	13
4	0	2	3	21	2	12	5	3	5	27	11
3	5	3	5	17	3	12	3	2	3	24	6
4	5	2	7	21	1	9	3	4	3	16	7
1	5	0	11	24	1	13	3	1	4	11	10
2	1	2	6	20	3	14	1	8	1	16	9
3	5	4	11	13	4	17	2	4	7	15	7
3	6	1	14	11	1	21	0	1	6	8	9
7	2	2	6	6	0	18	1	10	3	11	7
9	5	1	7	7	2	13	4	12	2	4	10
12	2	3	10	2	4	12	3	13	2	6	5
10	4	2	4	8	4	7	5	20	3	8	3
5	5	3	8	10	2	10	7	14	6	2	6
5	2	3	10	12	3	6	4	14	5	4	3
9	3	3	15	10	2	5	0	15	2	1	10
2	1	3	20	12	2	7	5	9	7	5	4
3	4	2	23	9	2	12	2	3	10	2	5
8	4	0	19	6	2	7	0	7	3	1	8
3	1	0	23	9	2	9	4	1	6	0	11
0	3	2	16	13	3	11	2	7	3	3	10
5	5	3	14	17	0	6	0	8	2	4	13
2	3	0	11	19	1	7	3	5	6	4	16
1	2	0	14	16	2	9	2	2	7	0	21
0	0	0	16	20	1	16	1	1	3	1	24
1	3	2	12	23	1	18	0	4	0	3	22
5	0	1	13	25	1	16	0	5	2	3	25
9	1	2	14	28	2	12	2	6	2	5	19
11	1	1	9	23	2	11	2	13	3	6	19
11	1	0	7	16	3	12	1	12	8	6	20
17	4	0	6	12	2	8	1	15	4	0	24
15	0	3	10	16	4	5	6	15	2	6	17
17	2	3	5	14	6	5	1	22	2	13	11
10	6	3	9	18	6	7	7	16	5	10	11
8	6	4	15	21	2	3	5	17	4	4	18
4	3	4	21	26	4	4	6	13	7	5	14
0	2	3	14	30	2	8	2	16	8	4	18
