0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	10	12	1	5	0	0	0	0	12
7	3	0	14	27	0	6	1	7	0	1	17
8	1	2	21	28	11	13	4	1	4	12	12
24	8	8	32	19	15	10	1	2	0	3	20
27	4	11	25	19	7	22	2	14	1	16	16
50	6	5	24	30	7	12	1	20	0	16	26
49	8	6	16	42	2	9	13	33	0	31	20
41	5	1	7	49	1	10	11	45	0	42	14
28	1	2	10	58	0	17	11	37	15	52	11
29	12	1	15	51	14	26	6	27	11	49	17
50	4	10	10	53	13	18	2	37	0	64	8
70	2	11	17	59	6	8	3	45	0	71	13
74	13	4	29	64	5	22	2	33	11	57	20
58	5	7	22	69	2	39	13	25	17	70	11
46	12	2	34	78	2	50	10	13	14	63	9
27	10	3	51	83	2	58	16	3	11	59	8
26	8	0	40	84	10	60	2	16	1	57	21
48	12	7	58	81	10	46	5	19	0	58	16
74	14	10	71	79	7	33	2	23	0	41	27
59	9	4	82	83	2	47	12	14	12	29	35
82	15	0	96	79	13	32	2	17	2	12	47
69	4	9	91	90	2	41	12	16	15	14	58
69	3	3	78	77	13	48	5	18	16	27	56
91	6	9	65	68	15	46	3	25	0	30	66
81	5	8	51	74	2	58	12	20	12	33	79
84	13	0	76	84	1	51	12	25	0	17	99
83	4	0	69	94	9	63	1	26	16	17	108
93	5	9	65	83	17	66	2	35	1	31	95
97	13	11	73	75	13	72	1	24	11	18	98
100	10	8	86	73	6	81	1	10	12	5	98
85	7	2	88	81	2	94	12	7	7	7	100
104	7	2	80	82	13	82	2	15	0	20	90
106	11	9	84	69	16	93	1	7	10	10	92
112	5	13	67	64	14	91	2	22	0	25	83
97	4	10	60	70	3	94	12	30	10	37	70
87	11	4	66	92	2	96	13	34	0	35	60
70	14	2	80	100	2	99	13	21	15	34	49
57	11	0	101	104	1	103	11	14	9	19	67
42	11	3	107	108	1	106	14	5	9	16	73
40	12	0	112	110	3	109	1	3	2	1	82
44	0	4	114	111	3	93	13	3	0	13	80
43	10	0	119	103	5	96	3	2	3	2	85
52	0	3	119	103	2	73	12	2	0	2	93
76	5	1	104	88	15	51	1	12	0	14	83
93	13	10	104	78	8	46	2	15	0	4	92
94	3	7	104	65	16	57	2	4	12	12	80
94	10	12	104	65	7	87	3	2	1	3	87
112	5	5	94	66	9	85	4	16	0	4	94
121	5	9	77	64	13	82	3	32	0	17	85
123	14	10	81	60	11	87	1	17	15	3	92
123	3	10	68	67	13	93	1	18	9	16	79
110	13	11	87	82	2	107	11	11	11	15	72
92	7	2	80	91	1	110	15	21	0	28	60
90	7	1	73	90	15	114	1	30	0	43	50
92	12	9	80	87	10	115	1	33	0	33	76
78	4	7	68	91	2	115	12	37	12	45	78
97	6	1	67	79	15	96	0	47	0	58	68
98	13	11	72	76	12	96	2	33	19	46	75
82	11	7	89	81	1	96	12	20	14	34	85
83	15	0	106	89	1	85	13	23	1	16	103
83	10	1	111	94	9	94	5	16	8	14	93
84	4	6	103	82	17	98	1	12	10	16	95
85	10	12	106	78	6	104	1	5	9	6	99
107	4	5	108	70	12	90	4	6	0	14	85
103	8	6	108	82	3	81	11	7	0	5	94
103	3	0	108	80	8	85	4	1	6	2	98
87	0	9	115	92	3	89	14	1	1	14	85
78	10	0	117	100	0	99	11	2	0	1	94
84	1	0	119	89	14	98	2	2	0	0	97
68	5	11	97	94	2	100	12	17	2	15	86
68	8	0	84	82	14	105	0	6	16	15	93
76	7	12	64	89	4	87	12	20	0	29	82
76	13	2	64	78	15	87	3	10	15	12	87
80	10	10	91	75	9	91	3	5	3	4	95
82	2	9	104	68	10	98	2	1	2	14	85
67	9	8	109	79	0	110	12	2	1	2	93
51	4	2	102	96	1	114	10	9	1	13	83
31	5	0	86	103	0	117	17	14	7	13	87
54	11	0	89	92	12	96	4	17	0	0	96
63	4	10	70	96	2	72	12	32	0	12	87
67	10	3	82	89	10	68	3	20	13	18	76
89	4	10	68	78	14	47	1	36	0	30	64
77	13	8	82	86	2	72	12	24	14	16	71
79	10	1	89	85	5	85	1	9	14	13	71
79	6	3	77	83	11	96	2	16	8	14	88
88	5	7	71	87	3	84	11	28	0	16	92
90	5	1	56	80	11	87	1	28	14	16	101
102	12	8	62	79	8	80	2	31	0	15	94
103	4	5	70	71	13	82	2	28	16	16	98
90	11	9	85	76	2	94	12	12	21	3	102
73	1	2	89	88	2	99	12	2	8	15	89
57	9	2	101	95	1	107	11	2	1	16	78
79	4	0	93	95	10	89	2	18	0	16	78
65	12	8	96	99	2	92	13	8	10	3	84
52	2	1	97	103	2	93	12	1	4	15	87
70	10	0	103	96	8	74	1	3	0	0	93
93	4	8	92	90	6	63	1	21	0	12	81
90	9	2	94	94	4	53	12	22	0	3	87
