0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	8	12	5	10	3	4	0	1	12
1	1	0	18	4	4	22	1	1	0	2	21
0	0	0	32	20	0	40	0	1	1	0	32
0	0	0	40	29	0	54	0	0	0	0	44
32	11	1	56	37	1	12	15	3	0	17	16
0	0	0	76	55	0	24	7	0	3	0	25
1	9	0	39	68	0	44	0	15	10	22	1
54	3	1	9	49	26	8	2	51	0	26	7
25	3	0	14	67	0	4	14	62	0	37	25
33	1	0	5	47	27	22	4	40	14	64	7
20	14	1	25	59	28	7	14	48	0	39	6
5	2	1	6	72	27	12	7	72	0	45	8
6	1	0	4	62	11	25	4	41	15	58	25
9	5	0	8	45	10	42	3	10	11	63	41
58	14	0	26	25	43	4	1	19	0	52	25
23	16	0	40	38	0	18	12	5	3	26	39
23	13	0	51	20	28	35	1	5	3	14	17
27	9	0	62	29	0	8	16	10	0	1	26
30	5	1	26	9	38	20	2	23	7	27	9
57	8	0	15	7	5	8	4	42	0	45	24
60	15	0	25	11	4	26	0	13	16	9	40
92	1	0	34	7	7	1	2	16	0	2	56
100	2	2	7	7	22	6	3	52	0	33	33
65	2	2	5	16	23	22	16	18	17	67	6
56	2	1	8	32	21	6	12	26	0	74	6
59	16	0	25	6	15	25	3	4	6	47	26
59	15	0	43	10	7	34	0	5	3	6	42
100	12	1	55	6	26	9	0	9	0	12	18
76	10	1	67	18	28	9	18	13	0	7	4
52	1	0	81	34	26	7	15	16	0	3	3
19	3	1	104	52	27	6	16	18	0	9	8
4	7	0	60	62	0	8	4	57	0	20	28
0	4	0	31	72	0	19	0	50	18	20	44
9	0	0	44	89	1	2	14	55	0	0	59
2	0	0	58	97	0	23	1	13	16	0	76
6	5	0	28	79	16	37	1	13	10	3	88
47	2	0	36	65	10	4	4	16	0	3	97
12	7	0	48	80	10	18	13	2	1	18	70
12	5	0	29	73	16	36	2	8	9	25	87
0	6	0	38	87	0	53	1	2	3	0	97
34	9	0	50	98	1	2	15	5	0	15	69
8	4	0	17	108	0	5	9	41	0	15	78
13	13	0	23	82	31	18	2	5	17	12	52
15	8	0	40	63	15	34	2	2	1	6	68
54	7	0	11	58	28	11	1	39	0	38	45
30	3	0	5	76	0	2	14	54	0	50	58
39	14	0	21	54	18	7	2	62	0	17	74
43	3	0	8	34	11	21	5	41	22	27	80
