0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	8	0	1	0	0	0	0	7
0	1	0	7	16	0	8	0	1	0	0	11
8	1	0	6	8	11	4	4	7	0	7	3
4	6	0	9	12	0	8	7	1	5	3	6
12	1	0	17	7	10	7	1	2	0	1	11
18	3	0	2	8	8	7	1	16	0	4	14
13	2	0	4	12	8	5	9	16	0	13	9
13	11	0	7	3	10	11	2	5	14	3	13
15	4	0	9	4	5	14	1	4	3	6	20
2	4	0	6	8	1	18	10	6	1	8	24
3	6	0	9	17	0	25	2	2	4	8	26
2	6	0	16	15	11	28	0	2	2	0	33
0	0	1	23	22	11	37	1	0	2	12	20
0	2	1	8	25	11	43	0	15	0	25	6
20	11	0	12	29	11	32	0	18	0	15	4
22	3	0	5	19	24	39	2	18	7	17	8
45	0	0	7	16	31	17	3	22	0	24	7
49	11	0	19	21	10	4	11	26	0	18	14
52	13	0	23	13	11	8	2	28	0	8	20
38	5	2	9	18	13	16	13	30	12	20	9
39	13	1	19	23	12	2	14	34	2	11	6
40	10	0	27	18	18	8	3	18	19	5	7
40	6	0	18	11	24	14	5	9	18	11	7
38	9	0	23	16	4	11	12	12	1	10	11
32	4	0	10	21	0	5	12	27	0	10	17
37	4	0	3	12	12	5	2	34	0	10	25
25	8	1	11	16	13	7	12	36	0	11	14
10	8	0	16	21	1	16	12	22	16	6	21
0	5	1	25	28	0	21	10	5	19	12	17
19	5	1	10	36	0	6	0	20	1	21	13
15	2	0	7	39	0	5	8	29	0	21	19
16	11	1	11	33	12	10	3	18	14	19	10
5	11	1	18	41	11	15	10	6	13	13	8
7	4	0	4	27	24	18	3	13	3	18	6
8	12	0	9	23	12	23	3	4	12	11	9
1	10	0	14	26	2	32	5	3	2	5	12
24	5	0	5	37	0	17	0	11	0	5	21
40	3	0	11	30	15	1	0	13	0	9	14
42	3	0	10	23	15	8	1	8	11	12	19
29	4	0	11	27	14	14	11	7	7	22	14
30	12	0	15	11	15	22	1	6	4	14	21
51	11	2	17	11	25	10	3	9	0	14	10
61	10	1	21	12	31	5	1	11	0	8	8
62	4	0	7	5	18	6	2	17	11	17	14
53	10	0	16	13	1	6	12	20	1	12	18
59	6	0	10	6	12	6	1	27	0	12	29
65	10	0	16	7	6	8	1	30	0	4	35
73	3	2	20	2	11	6	4	31	0	13	25
75	6	2	10	11	12	15	3	24	14	26	15
62	14	1	16	14	11	20	11	9	18	20	6
64	8	0	11	6	22	26	2	10	7	24	11
73	12	0	17	10	22	10	11	13	0	19	4
82	5	1	10	4	31	4	1	27	0	20	8
83	2	0	6	12	13	7	0	18	15	29	15
74	0	0	3	16	1	3	12	20	5	35	24
62	1	0	5	23	1	9	13	22	0	45	16
48	13	0	7	27	0	17	16	11	12	29	20
31	13	0	14	31	0	24	16	4	11	14	22
53	12	1	17	20	13	7	2	7	0	11	11
44	7	1	7	27	13	7	13	18	0	19	3
29	13	0	18	33	1	11	12	6	15	10	15
23	11	0	27	42	0	6	15	7	0	0	21
28	4	1	11	34	8	4	3	23	0	11	16
18	8	2	12	38	9	8	13	26	0	15	6
19	12	1	17	31	19	14	3	12	15	7	6
20	4	0	27	35	2	4	10	12	2	7	12
23	4	1	11	24	12	8	4	32	0	15	6
10	5	0	4	34	1	11	12	24	14	17	11
11	10	0	10	26	9	20	3	14	12	11	8
11	5	0	4	23	6	25	1	5	15	14	15
11	4	1	4	13	20	31	2	3	5	24	9
11	13	0	9	9	13	36	1	4	2	16	14
0	11	0	11	15	13	37	8	4	3	11	7
0	8	0	17	23	0	41	0	3	3	7	9
21	5	0	4	28	0	25	0	13	0	7	14
9	1	0	8	34	0	33	11	5	11	16	8
29	10	0	14	29	13	21	2	9	0	2	14
12	2	0	8	36	14	27	15	12	6	11	11
0	8	2	9	40	14	33	11	1	12	11	4
23	7	0	14	29	28	16	2	3	0	4	6
39	2	0	2	21	41	4	0	14	0	8	5
28	3	0	6	24	21	2	11	14	0	18	7
14	10	1	9	28	21	7	12	17	0	9	3
8	2	0	6	33	1	5	10	24	0	18	8
13	2	1	4	28	6	5	3	27	0	24	4
18	10	0	5	23	15	3	3	30	0	14	3
20	1	0	8	14	30	11	0	20	12	16	5
17	10	0	17	21	9	5	10	24	0	12	11
19	5	0	8	8	14	10	5	17	16	15	15
20	12	0	16	5	8	18	4	6	16	4	22
23	3	0	23	12	0	6	11	6	2	2	28
23	3	0	25	10	8	8	3	1	5	10	21
9	7	0	29	15	1	16	12	2	1	3	25
23	7	0	22	8	13	8	0	11	0	3	34
30	3	0	28	4	19	8	2	12	0	11	20
31	9	0	34	9	4	14	1	2	11	6	26
16	5	0	27	13	0	21	12	8	1	8	29
15	6	0	32	6	11	25	2	3	7	10	23
