0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	7	0	0	0	0	0	0	5
0	1	0	3	5	1	2	0	0	0	0	7
0	1	3	4	6	2	5	2	4	0	5	2
2	1	1	1	4	0	6	2	6	2	4	4
4	3	1	3	6	1	2	2	8	2	2	1
2	2	2	6	11	2	5	2	1	7	0	2
0	2	0	2	6	3	5	2	4	3	1	3
3	1	1	4	4	3	2	0	5	2	3	1
0	2	0	5	7	2	7	2	1	5	1	2
0	0	2	1	13	0	11	1	5	2	1	2
0	0	1	3	15	0	14	0	2	4	2	3
5	0	1	6	11	3	9	2	2	4	4	3
6	1	2	1	6	3	11	1	5	2	6	4
5	1	1	0	8	2	9	3	5	2	7	3
0	1	1	3	10	2	12	4	1	4	9	3
5	5	1	8	10	1	6	1	3	2	2	8
5	3	3	4	13	3	1	4	7	3	7	3
6	2	1	1	8	2	4	2	5	3	7	5
4	2	2	3	12	3	4	4	5	0	10	0
3	4	1	9	18	3	7	2	3	2	4	2
2	3	2	8	15	2	8	1	4	2	5	4
2	3	1	11	13	2	10	0	2	4	2	6
8	2	0	13	12	0	10	0	2	2	0	7
12	0	0	15	8	2	8	1	3	3	0	9
6	0	2	17	10	2	10	5	0	3	4	4
11	4	2	11	4	3	6	3	5	2	7	2
16	1	1	2	1	2	6	1	14	2	8	2
20	1	1	2	3	0	5	1	15	2	9	4
13	0	1	3	5	2	7	5	10	8	12	3
13	5	1	6	4	0	7	3	6	9	6	6
6	3	2	9	9	2	7	6	2	7	2	7
5	2	1	16	5	2	9	1	0	3	1	13
11	0	3	22	2	1	7	0	0	2	5	9
10	3	1	24	3	0	10	1	1	2	1	11
15	0	2	24	4	0	6	1	2	3	5	6
16	2	2	17	3	0	11	2	8	3	10	3
10	5	1	22	5	2	12	5	4	8	5	2
3	3	1	27	8	3	13	5	1	7	1	3
8	2	1	21	5	4	7	2	9	3	3	6
7	1	2	23	5	2	4	6	10	2	2	7
6	0	2	28	6	3	3	4	11	2	2	6
8	1	3	30	1	1	3	1	11	1	2	10
4	1	0	31	3	2	3	4	12	2	0	13
6	0	1	31	6	0	5	0	12	1	1	14
1	0	1	31	8	2	7	3	5	7	1	19
1	2	2	21	5	3	8	2	8	9	6	13
5	3	3	15	7	3	5	3	16	3	13	11
5	5	4	21	2	5	8	2	11	6	10	8
5	4	3	26	5	4	4	3	12	3	8	3
2	3	4	25	7	1	9	2	7	8	8	8
0	4	3	17	10	1	12	2	6	9	12	6
5	6	2	22	14	1	5	0	9	4	8	9
4	2	3	20	17	3	4	4	16	3	14	5
4	5	2	23	14	3	6	2	11	9	9	4
8	2	2	17	7	2	1	2	19	5	10	8
9	6	0	22	4	1	5	0	12	7	3	13
9	2	2	26	5	1	5	2	7	9	5	8
2	2	1	28	8	2	10	6	1	9	1	13
5	4	2	21	10	3	6	2	9	4	3	11
4	1	3	22	14	1	7	3	4	7	2	15
0	2	3	14	14	2	8	4	8	6	8	10
0	2	1	4	12	1	11	2	12	6	8	13
4	1	2	2	14	0	7	1	14	5	13	7
10	4	3	5	9	3	3	1	16	2	14	2
6	1	1	4	10	2	4	5	22	1	13	2
2	5	1	4	15	1	8	4	16	7	8	5
7	4	2	8	15	1	7	1	17	4	2	9
11	2	2	5	13	1	1	1	22	3	6	4
4	3	2	3	16	2	2	5	19	8	9	4
1	1	1	7	20	1	5	3	19	4	10	5
3	1	2	5	22	0	7	0	16	7	10	9
1	5	2	12	24	1	8	0	10	12	7	8
1	4	3	4	18	4	10	1	10	13	11	5
5	5	0	7	10	2	9	1	11	6	4	10
9	2	2	8	9	0	6	0	12	3	5	4
5	3	2	9	14	2	12	4	5	9	4	5
4	3	0	11	12	2	15	1	1	6	1	9
5	0	3	13	15	4	10	4	1	3	6	5
11	4	3	16	15	5	3	2	2	3	4	3
6	3	3	7	18	2	1	5	9	3	4	4
1	3	1	5	23	4	5	4	7	5	6	2
5	4	2	9	26	1	2	0	8	4	1	10
1	1	1	12	27	2	2	3	8	1	1	14
2	0	1	7	29	1	4	2	17	1	1	17
6	0	0	10	25	2	3	1	18	1	1	21
4	2	0	4	25	2	3	2	24	2	1	24
2	1	0	5	26	1	3	4	25	1	1	25
3	2	3	4	23	4	9	2	19	7	7	22
2	0	3	4	27	3	10	2	15	8	14	15
2	3	2	5	29	2	15	1	8	8	18	12
6	2	3	2	23	4	10	0	10	4	21	12
3	1	2	8	25	2	12	3	4	7	22	16
7	2	0	6	20	3	9	1	7	4	23	17
8	5	1	9	17	1	12	0	3	6	16	19
7	3	2	7	19	1	15	2	5	3	22	16
6	3	1	5	20	2	9	4	8	3	20	20
12	3	3	4	20	4	3	3	10	2	26	15
6	1	2	2	22	4	3	6	13	3	30	14
1	5	4	5	25	8	5	7	7	9	28	12
3	4	3	6	22	8	4	0	8	4	20	15
1	1	4	5	26	9	10	3	6	6	25	12
4	4	3	6	28	8	7	2	8	5	23	10
3	1	2	1	29	8	11	1	6	5	24	7
7	0	4	2	26	11	9	2	7	3	29	1
3	0	5	6	27	4	9	3	2	7	30	2
2	4	3	7	20	3	13	1	2	4	25	3
2	1	1	3	17	1	14	1	6	3	25	6
